Location,Lat,Lon,LocationURL,State
Keith,-36.09764,140.35549,SA ,
Kelgoola,-32.8568,150.2929,NSW ,
Kellerberrin,-31.63181,117.7079,WA ,
Kellerberrin,-31.63487,117.7065,WA ,
Kellevie,-42.77000046,147.8099976,TAS ,
Kelleys Lookout,-28.5485,153.2512,NSW ,
Kellidie Bay,-34.58685315,135.4702767,SA ,
Kelly,-33.18745805,136.5475973,SA ,
Kellys Corner,-33.85024,137.77556,SA ,
Kellys Creek,-33.9318,148.3846,NSW ,
Kellys Farm,-34.8318,148.9346,NSW ,
Kellys Lookout,-28.5485,153.2512,NSW ,
Kellys Plain,-30.0985,152.7012,NSW ,
Kellys Plains,-30.5834,151.6345,NSW ,
Kellyville Ridge,-33.7027,150.9187,NSW ,
Kellyville,-33.7159,150.955,NSW ,
Kelmscott Estate,-34.85298,138.52746,SA ,
Kelmscott,-32.11906,116.0262,WA ,
Kelmscott,-32.12434,116.0259,WA ,
Kelso,-33.4188,149.6057,NSW ,
Kelso,-41.09999847,146.7899933,TAS ,
Kelso,-41.10487366,146.7928925,AHO ,
Kelvin,-30.8152,150.3512,NSW ,
Kembla Grange,-34.4652,150.8179,NSW ,
Kembla Heights,-34.4255,150.811,NSW ,
Kembla Lookout,-34.4402,150.7929,NSW ,
Kemp Land,-67.64857649,58.98109275,AHO ,
Kemps Corner,-30.8818,153.0179,NSW ,
Kemps Creek,-33.8318,150.7846,NSW ,
Kempsey East,-31.0818,152.8512,NSW ,
Kempsey South,-31.0818,152.8346,NSW ,
Kempsey,-31.07553482,152.8340454,AHO ,
Kempsey,-31.0818,152.8346,NSW ,
Kempston,-28.5818,152.9846,NSW ,
Kempton,-34.2818,149.5512,NSW ,
Kempton,-42.52999878,147.1900024,TAS ,
Kendabooka Station,-29.4818,143.5179,NSW ,
Kendall,-31.6324,152.7057,NSW ,
Kendall,-31.63640785,152.6983948,AHO ,
Kendenup West,-34.47796,117.4676,WA ,
Kendenup,-34.48444,117.6186,WA ,
Kendenup,-34.48667,117.5642,WA ,
Kendenup,-34.50157,117.5932,WA ,
Kenebri,-30.7818,149.0179,NSW ,
Kenilworth,-34.94403,138.6147,SA ,
Kenmare,-33.57083,117.1886,WA ,
Kenmore Park,-26.32754,132.44661,SA ,
Kenmore Swamp,-26.3101,132.39735,SA ,
Kenmore,-34.7152,149.7512,NSW ,
Kennacle Creek,-30.5485,152.8179,NSW ,
Kennaicle Creek,-30.5245,152.8148,NSW ,
Kennedy Drive,-31.45897484,152.9234314,AHO ,
Kennedy Junction,-23.6534,118.0327,WA ,
Kennedy Range,-24.53205,114.8264,WA ,
Kennedy Street,-38.33590698,141.6048279,AHO ,
Kennedys Corner,-42.83000183,147.449997,TAS ,
Kennel Flat,-33.8318,150.2346,NSW ,
Kennis,-33.5485,149.7846,NSW ,
Kenny Hill,-34.0485,150.7512,NSW ,
Kenny Street,-16.93541718,145.770134,AHO ,
Kennys Creek,-34.4318,148.8846,NSW ,
Kensington Gardens,-34.91976,138.66369,SA ,
Kensington North,-34.91857,138.64548,SA ,
Kensington Oval,-34.92251,138.65179,SA ,
Kensington Park,-34.92024,138.6545,SA ,
Kensington,-31.98239,115.8845,WA ,
Kensington,-33.9068,151.2262,NSW ,
Kensington,-33.9201889,151.2224121,AHO ,
Kensington,-34.92383,138.64601,SA ,
Kent River,-34.89991,117.0563,WA ,
Kent River,-34.99447632,117.0679855,AHO ,
Kent Street,-33.86753845,151.2043457,AHO ,
Kent Town,-34.92124,138.61951,SA ,
Kent,-35.294,139.03254,SA ,
Kent-Nornalup Ward  Denmark,-34.90972,116.9972,WA ,
Kentdale,-34.91686,117.0504,WA ,
Kentdale,-34.97111,117.0469,WA ,
Kenthurst,-33.6874,150.9901,NSW ,
Kentlyn,-34.0592,150.8696,NSW ,
Kenton Valley,-34.85119,138.89447,SA ,
Kentucky South,-30.7968,151.4446,NSW ,
Kentucky South,-30.7985,151.4346,NSW ,
Kentucky,-30.761,151.3896,NSW ,
Kenwick,-32.0285,115.982,WA ,
Kenyu,-34.1652,148.7846,NSW ,
Kepa,-35.15454,139.42039,SA ,
Keppach,-36.73864999,140.579372,SA ,
Keppel Sands,-23.32980919,150.7933044,AHO ,
Keppoch,-36.71563,140.59456,SA ,
Keppoch,-36.73864999,140.579372,SA ,
Keralup,-32.44389,115.8303,WA ,
Kerewong,-31.6318,152.5346,NSW ,
Keri Keri,-34.7616,143.9923,NSW ,
Kerkanya West,-35.12429,139.26712,SA ,
Kerkanya,-35.12448,139.26624,SA ,
Kermandie,-43.15989685,146.9448242,AHO ,
Kerosene Vale,-33.3818,150.1179,NSW ,
Kerr,-33.0318,149.0846,NSW ,
Kerrabee,-32.4692,150.2944,NSW ,
Kerrellyilly,-34.72137835,135.93066,SA ,
Kerrigan,-32.54681,118.9557,WA ,
Kerrigundi,-31.0135,145.279,NSW ,
Kerriwah,-32.4318,147.3679,NSW ,
Kerrong,-28.7152,153.2679,NSW ,
Kerrs Creek,-33.0318,149.0846,NSW ,
Kerrs Creek,-33.0505,149.1004,NSW ,
Kersbrook,-34.78316,138.85146,SA ,
Kerta Weeta,-34.96033,138.57693,SA ,
Keswick Terminal,-34.93587,138.57975,SA ,
Keswick,-34.94412,138.57786,SA ,
Ketelghay,-30.6652,152.7679,NSW ,
Kettering,-43.11999893,147.2400055,TAS ,
Kettering,-43.12908221,147.2515742,AHO ,
Kettle Corner,-32.83828,138.35473,SA ,
Kevin,-32.02676286,133.0879574,SA ,
Kew,-31.6318,152.7179,NSW ,
Kew,-34.84152,138.48613,SA ,
Kewdale,-31.97767,115.9515,WA ,
Key Farm,-31.58571,116.4795,WA ,
Keybarbin,-29.1056,152.6051,NSW ,
Keyneton Extension,-34.55599,139.13679,SA ,
Keyneton,-34.55424,139.13488,SA ,
Keys Road,-38.45512009,144.973999,AHO ,
Keysbrook,-32.43323,115.9812,WA ,
Keysbrook,-32.43712,115.9801,WA ,
Khalassa,-36.6985,149.1179,NSW ,
Khancoban,-36.1985,148.1346,NSW ,
Khatabundah,-31.8485,152.3596,NSW ,
Khatambuhl,-31.7985,152.0179,NSW ,
Ki Ki,-35.56662226,139.7940448,SA ,
Kia Ora,-31.9485,151.9679,NSW ,
Kiacatoo,-33.0652,146.8179,NSW ,
Kiah Lookout,-33.7152,150.3179,NSW ,
Kiah,-37.14609146,149.863266,AHO ,
Kiah,-37.1485,149.8512,NSW ,
Kialla,-34.5402,149.4596,NSW ,
Kiama Downs,-34.6318,150.8512,NSW ,
Kiama Heights,-34.7031,150.8404,NSW ,
Kiama,-34.6652,150.8512,NSW ,
Kiama,-34.67179871,150.8556366,AHO ,
Kiana,-34.02810713,135.3534425,SA ,
Kiana,-34.11446,135.39067,SA ,
Kiandool,-30.3152,149.6512,NSW ,
Kiandra,-35.8791,148.4943,NSW ,
Kianga Estate,-36.1985,150.1346,NSW ,
Kianga,-36.1985,150.1346,NSW ,
Kiaora Lookout,-31.9485,151.9346,NSW ,
Kiar,-33.2068,151.4429,NSW ,
Kiara,-31.88183,115.9387,WA ,
Kichimiloo Claypan,-29.0985,144.6012,NSW ,
Kickabil Junction,-31.8985,148.4012,NSW ,
Kickabil,-31.8652,148.4012,NSW ,
Kidman Park,-34.91328,138.52716,SA ,
Kielpa,-33.58613519,136.2249934,SA ,
Kielvale,-28.3363,153.4471,NSW ,
Kielvale,-28.3402,153.4512,NSW ,
Kikiamah,-34.0959,148.1263,NSW ,
Kikoira,-33.6318,146.6512,NSW ,
Kilaben Bay,-33.0263,151.5929,NSW ,
Kilbride,-37.51214,140.90643,SA ,
Kilburn,-34.86066,138.58501,SA ,
Kilcare,-33.52866745,151.3591003,AHO ,
Kilcare,-33.5318,151.3679,NSW ,
Kilcarnup,-33.94298,114.9932,WA ,
Kilcunda,-38.5496788,145.4769592,AHO ,
Kildalton,-32.66165,134.70279,SA ,
Kildary,-34.1318,147.0012,NSW ,
Kilgin,-29.0123,153.3786,NSW ,
Kilgowla,-29.8152,149.7846,NSW ,
Kilgra,-28.5591,152.984,NSW ,
Kilke,-35.57093,138.59762,SA ,
Kilkenny East,-34.88336,138.5524,SA ,
Kilkenny Extension,-34.88597,138.55568,SA ,
Kilkenny,-34.87906,138.55406,SA ,
Kilkerran,-34.32668,137.58931,SA ,
Killabakh Creek,-31.7318,152.4012,NSW ,
Killabakh,-31.7318,152.4012,NSW ,
Killabakh,-31.7485,152.4012,NSW ,
Killafaddy,-41.43000031,147.1699982,TAS ,
Killara,-30.5152,144.8846,NSW ,
Killara,-33.7652,151.1512,NSW ,
Killarney Heights,-33.7725,151.2157,NSW ,
Killarney Heights,-33.77619934,151.2194977,AHO ,
Killarney Vale,-33.3652,151.4596,NSW ,
Killarney,-33.17857,138.48852,SA ,
Killarney,-33.3485,151.4512,NSW ,
Killarney,-34.92462,117.9846,WA ,
Killawarra,-31.9152,152.3179,NSW ,
Killcare Heights Lookout,-33.5318,151.3846,NSW ,
Killcare Heights,-33.52332306,151.371582,AHO ,
Killcare Heights,-33.5318,151.3679,NSW ,
Killcare,-33.52866745,151.3591003,AHO ,
Killcare,-33.5318,151.3679,NSW ,
Killiecrankie,-39.83000183,147.8300018,TAS ,
Killiecrankie,-39.84106827,147.8368073,AHO ,
Killiekrankie Lookout,-30.5318,152.5346,NSW ,
Killiekrankie,-30.5666,152.566,NSW ,
Killimicat,-35.1985,148.2179,NSW ,
Killingworth,-32.9318,151.5512,NSW ,
Killongbutta,-33.1818,149.4179,NSW ,
Killora,-43.0893898,147.3316345,AHO ,
Killora,-43.09000015,147.3200073,TAS ,
Killungoondie Plain,-30.3318,152.8179,NSW ,
Kiln Corner,-34.75063,137.62544,SA ,
Kilpalie,-34.96623,140.10166,SA ,
Kilroo Corner,-33.55929158,136.1006817,SA ,
Kilroo,-33.58655518,136.0453476,SA ,
Kilto,-33.74378,139.09501,SA ,
Kimba,-33.13956491,136.4190797,SA ,
Kimberley Coastal Camp,-14.57861,125.9133,WA ,
Kimberley,-29.9152,151.1012,NSW ,
Kimberley,-34.93194,117.1606,WA ,
Kimberley,-41.40000153,146.4900055,TAS ,
Kimbolton,-16.57833,123.9436,WA ,
Kimbriki,-31.9152,152.2679,NSW ,
Kimo Basin,-35.0485,148.0346,NSW ,
Kimovale,-35.0818,148.0512,NSW ,
Kinalung,-32.0485,141.9512,NSW ,
Kinchega,-32.4318,142.3679,NSW ,
Kinchela Creek,-31.0318,152.9846,NSW ,
Kinchela,-30.9818,152.9846,NSW ,
Kinchela,-30.98853684,152.9919434,AHO ,
Kinchina,-35.10565,139.2091,SA ,
Kincraig Extension,-36.95737,140.74106,SA ,
Kincraig Second Extension,-36.95545,140.74541,SA ,
Kincraig,-36.95691,140.74302,SA ,
Kincumber South,-33.4818,151.3679,NSW ,
Kincumber South,-33.4865799,151.3770294,AHO ,
Kincumber,-33.4652,151.3929,NSW ,
Kincumber,-33.4678421,151.3887634,AHO ,
Kindalwry,-32.8818,150.1012,NSW ,
Kindarun Hut,-32.7985,150.6846,NSW ,
Kindee,-31.3818,152.4346,NSW ,
Kindervale,-35.6427,149.5443,NSW ,
Kindred,-41.24000168,146.2200012,TAS ,
Kinedana,-35.01294,138.58025,SA ,
Kinenabbra,-30.40683,115.0704,WA ,
King Belt,-34.51215,138.81879,SA ,
King Creek,-31.4999,152.7498,NSW ,
King Edward Ice Shelf,-66.83329773,56.54999924,AHO ,
King Junction,-32.6485,150.8846,NSW ,
King Leopold Ranges,-17.18083,124.3514,WA ,
King Leopold and Queen Astrid Coast,-67.25,84.3666687,AHO ,
King River,-34.93444,117.9119,WA ,
King River,-34.93851,117.906,WA ,
King Street,-33.86877441,151.2075348,AHO ,
King Street,-38.36321259,141.6205292,AHO ,
King Street,-41.18096542,146.3620758,AHO ,
Kinganup,-34.38463,116.4499,WA ,
Kingfisher Shores,-33.1668,151.5571,NSW ,
Kinghorne,-34.9874,150.7682,NSW ,
Kingoonya,-30.91552802,135.3160095,SA ,
Kings Camp,-36.94226,139.68708,SA ,
Kings Camp,-36.94226074,139.6870728,AHO ,
Kings Corner,-36.3485,150.0679,NSW ,
Kings Creek,-29.4652,153.1346,NSW ,
Kings Cross,-32.7152,150.8012,NSW ,
Kings Cross,-33.87442017,151.2232056,AHO ,
Kings Falls,-34.2152,150.8012,NSW ,
Kings Forest,-28.2974,153.5485,NSW ,
Kings Head,-31.5818,152.3346,NSW ,
Kings Highway,-35.69109726,150.1809998,AHO ,
Kings Island,-32.7068,151.6068,NSW ,
Kings Landing,-35.8318,145.1679,NSW ,
Kings Landing,-35.8818,144.9512,NSW ,
Kings Langley,-33.7508,150.9372,NSW ,
Kings Log Landing,-35.8818,144.9512,NSW ,
Kings Lookout,-30.8985,152.8512,NSW ,
Kings Meadows,-41.47000122,147.1600037,TAS ,
Kings Old Station,-34.64787,139.40072,SA ,
Kings Park,-31.96221924,115.828598,AHO ,
Kings Park,-31.96222,115.8286,WA ,
Kings Park,-33.7434,150.9086,NSW ,
Kings Park,-34.96331,138.59246,SA ,
Kings Plains,-29.6318,151.4512,NSW ,
Kings Plains,-33.4985,149.3179,NSW ,
Kings Plains,-34.7152,149.6846,NSW ,
Kings Point,-35.3718,150.441,NSW ,
Kings Tower,-30.8985,152.8512,NSW ,
Kings Town,-34.89052,138.49962,SA ,
Kingscliff,-28.2568,153.5762,NSW ,
Kingscliff,-28.25794029,153.5670013,AHO ,
Kingscliff,-28.2618,153.5771,NSW ,
Kingscote South,-35.65521,137.6366,SA ,
Kingscote West,-35.64906,137.63174,SA ,
Kingscote,-35.65610886,137.6385193,AHO ,
Kingscote,-35.65611,137.63852,SA ,
Kingsdale,-34.6985,149.7012,NSW ,
Kingsford,-24.86179,113.6931,WA ,
Kingsford,-33.9235,151.2262,NSW ,
Kingsford,-34.54467,138.79344,SA ,
Kingsgate,-29.8007,152.0729,NSW ,
Kingsgrove,-33.9485,151.1012,NSW ,
Kingsland,-29.7018,151.4687,NSW ,
Kingsland,-29.7152,151.5012,NSW ,
Kingsley,-31.80778,115.7936,WA ,
Kingston - On - Murray,-34.22177,140.34616,SA ,
Kingston Beach,-42.97999954,147.3200073,TAS ,
Kingston Beach,-42.98020935,147.3194122,AHO ,
Kingston East,-33.17416,137.99681,SA ,
Kingston East,-34.84957,138.52597,SA ,
Kingston Heights,-42.97999954,147.3200073,TAS ,
Kingston North,-33.17235,137.99583,SA ,
Kingston OM,-34.22155606,140.3455183,SA ,
Kingston On Murray,-34.22155606,140.3455183,SA ,
Kingston Park Extension,-35.04206,138.51553,SA ,
Kingston Park,-35.03894,138.51742,SA ,
Kingston SE,-36.82960892,139.8507233,AHO ,
Kingston SE,-36.83222,139.85382,SA ,
Kingston SE,-36.83257914,139.8486467,SA ,
Kingston Village Settlement,-34.22521,140.34575,SA ,
Kingston,-29.05707741,167.9617462,AHO ,
Kingston,-33.18941,138.01993,SA ,
Kingston,-34.12213,116.3587,WA ,
Kingston,-34.8489,138.51826,SA ,
Kingston,-35.18129,138.49529,SA ,
Kingston,-35.3156,149.14665,ACT ,
Kingston,-36.83257914,139.8486467,SA ,
Kingston,-42.97000122,147.3099976,TAS ,
Kingston-Naracoorte Railway,-36.91108322,139.9853668,AHO ,
Kingstown,-30.4899,151.1218,NSW ,
Kingstown,-30.4985,151.1179,NSW ,
Kingsvale,-34.4485,148.3179,NSW ,
Kingsway West,-33.9485,151.0929,NSW ,
Kingsway,-33.9485,151.0929,NSW ,
Kingsway,-34.03912735,151.1195679,AHO ,
Kingswood Estate,-34.97605,138.61367,SA ,
Kingswood Park,-34.97444,138.61438,SA ,
Kingswood,-31.1582,150.9093,NSW ,
Kingswood,-32.43898,138.12639,SA ,
Kingswood,-33.7652,150.729,NSW ,
Kingswood,-34.97091,138.61329,SA ,
Kingswood,-36.7432,149.824,NSW ,
Kinka,-23.22802734,150.7918243,AHO ,
Kinross Gardens,-32.7318,151.7346,NSW ,
Kinross,-31.72211,115.7401,WA ,
Kintore,-23.2737,129.382,NT ,
Kintore,-30.59871,121.0195,WA ,
Kintore,-34.85513,138.52018,SA ,
Kintore,R,129.38725,NT ,
Kioloa,-35.5435,150.3731,NSW ,
Kioloa,-35.5485,150.3679,NSW ,
Kiora Road,-34.0440445,151.0998993,AHO ,
Kiora,-35.9052,150.0148,NSW ,
Kippara,-31.2235,152.5262,NSW ,
Kippaxs,-31.6485,152.3179,NSW ,
Kippenduff,-29.1318,152.8679,NSW ,
Kirbin Well,-31.09086,138.5361,SA ,
Kirby Gardens,-17.86722,122.3631,WA ,
Kirchebergen,-35.04048703,138.8335682,SA ,
Kirconnell,-33.4318,149.8512,NSW ,
Kirip,-37.66908,140.60973,SA ,
Kirk Rock,-32.65515,117.7676,WA ,
Kirkconnell,-33.4318,149.8512,NSW ,
Kirkdune,-30.28014,116.8089,WA ,
Kirketon,-34.8652,148.9512,NSW ,
Kirkham,-34.0362,150.7098,NSW ,
Kirks Corner,-33.48734,138.12735,SA ,
Kirkton,-32.6068,151.3096,NSW ,
Kirrawee,-34.0318,151.0679,NSW ,
Kirrawee,-34.03831482,151.0690308,AHO ,
Kirribilli,-33.8485,151.2179,NSW ,
Kirribilli,-33.84867096,151.2162018,AHO ,
Kirup,-33.70713,115.8921,WA ,
Kirup,-33.71222,115.8936,WA ,
Kissing Point Lookout,-33.0485,149.4012,NSW ,
Kitchener Avenue,-41.14620209,146.8167572,AHO ,
Kitchener,-32.8652,151.3679,NSW ,
Kitchener,-32.8673,151.3772,NSW ,
Kite,-29.88740128,131.6516795,SA ,
Kitlens,-30.02646086,131.7542554,SA ,
Kittens,-30.02646086,131.7542554,SA ,
Kitty Temples Corner,-37.94187,140.80532,SA ,
Kiwarrak,-31.9937,152.4206,NSW ,
Kiwarric,-32.01054764,152.47612,AHO ,
Kiwarric,-32.0152,152.4762,NSW ,
Klaebes,-33.74378,139.09501,SA ,
Klemzig,-34.87917,138.63915,SA ,
Klenke,-35.13759,138.94411,SA ,
Klimpton,-34.9818,150.5846,NSW ,
Klori,-30.8318,150.7679,NSW ,
Knights Hill,-34.6152,150.7012,NSW ,
Knightsbridge,-34.93256,138.65667,SA ,
Knightsdale,-36.2818,148.6512,NSW ,
Knobby Head,-29.65265,114.9659,WA ,
Knobys Lookout,-30.0985,153.1512,NSW ,
Knockfin,-32.6652,151.4346,NSW ,
Knockrow,-28.7652,153.5346,NSW ,
Knorrit Flat,-31.8235,152.0846,NSW ,
Knorrit Forest,-31.7485,152.1179,NSW ,
Knox Coast,-66.5,105,AHO ,
Knoxs Valley,-36.7818,149.5096,NSW ,
Knoxville,-34.94299,138.63542,SA ,
Knuckey Lagoon Indigenous Village,LOCU,130.937486,NT ,
Knuckey Lagoon,-12.4244,130.9458,NT ,
Koala Beach,-28.3596,153.5707,NSW ,
Koala Park,-33.743,151.0443,NSW ,
Kobandilla,-34.87942,138.63849,SA ,
Kockibitoo,-34.8818,146.9512,NSW ,
Kodj Kodjin,-31.29431,117.842,WA ,
Kogarah Bay,-33.9838,151.124,NSW ,
Kogarah South,-33.9735,151.1429,NSW ,
Kogarah,-33.9652,151.1346,NSW ,
Kohinoor,-35.76036,137.40459,SA ,
Koiamip,-34.80184,117.9415,WA ,
Kojaneerup South,-34.51278,118.3981,WA ,
Kojaneerup,-34.49156,118.3018,WA ,
Kojarena,-28.72237,114.8656,WA ,
Kojonup,-33.83379,117.1651,WA ,
Kojonup,-33.8374,117.1526,WA ,
Kokardine,-30.69347,117.1728,WA ,
Kokarinup,-34.171,118.2751,WA ,
Kokeby,-32.20889,116.9722,WA ,
Kokendin,-32.12683,116.7098,WA ,
Kokoting,-31.89878,116.1598,WA ,
Kolanadgy,-28.25597,115.4517,WA ,
Kolodong,-31.8985,152.4346,NSW ,
Koloona,-29.6152,150.7179,NSW ,
Komleroi,-32.5402,151.0346,NSW ,
Komungla South,-34.8985,149.6012,NSW ,
Komungla,-34.8652,149.6512,NSW ,
Konanda,-33.52365133,136.2017526,SA ,
Konangaroo Clearing,-33.8818,150.1846,NSW ,
Kondinin,-32.42598,118.3243,WA ,
Kondinin,-32.49348,118.2679,WA ,
Kondut,-30.70139,116.8739,WA ,
Kondut,-30.71056,116.7736,WA ,
Kongal,-36.30744,140.52923,SA ,
Kongal,-36.38113,140.46351,SA ,
Kongolia,-34.62908,139.1435,SA ,
Kongorong,-37.89998064,140.5555659,SA ,
Konnongorring,-31.04237,116.7745,WA ,
Konnongorring,-31.05154,116.7759,WA ,
Konorigan,-28.6652,153.2512,NSW ,
Konterral,-34.74425,139.07032,SA ,
Koo-Owie Estate,-33.8774,138.98793,SA ,
Koo-Wee-Rup,-38.19902802,145.4873657,AHO ,
Kooba,-34.426,146.0986,NSW ,
Koocumbat Flat,-31.7318,152.3012,NSW ,
Koojan,-30.80417,116.0258,WA ,
Koojedda,-31.76056,116.4247,WA ,
Kookabookra,-29.9985,152.0179,NSW ,
Kookaburra,-31.0318,152.3346,NSW ,
Kookhabinna,-23.25814,116.0247,WA ,
Kookynie,-29.33167,121.4925,WA ,
Kookynie,-29.84619,122.1728,WA ,
Koolan,-16.13554,123.7821,WA ,
Koolanooka,-29.19875,116.2292,WA ,
Koolanooka,-29.26792,116.0748,WA ,
Koolberin,-32.79987,118.0054,WA ,
Koolbury,-32.2152,150.9012,NSW ,
Koolewong,-33.46497726,151.3156891,AHO ,
Koolewong,-33.466,151.3185,NSW ,
Koolgera,-32.31369142,134.8012085,SA ,
Kooljerrenup,-32.77546,115.7137,WA ,
Koolkhan,-29.6152,152.9346,NSW ,
Koolloo,-16.17526,123.5766,WA ,
Koolpinyah,-12.3588,131.216,NT ,
Koolunga,-33.58604,138.33319,SA ,
Koolyanobbing,-30.81706,119.5184,WA ,
Koolyanobbing,-30.83956,119.5509,WA ,
Koolymilka,-30.94092,136.84785,SA ,
Koolymilka,-30.9675,136.54056,SA ,
Koolywurtie,-34.64395229,137.6408552,SA ,
Koombal,-16.88388824,145.8361054,AHO ,
Koombana Drive,-33.32140732,115.6508865,AHO ,
Koomberkine,-30.9682,116.9667,WA ,
Koonadan,-34.4818,146.3679,NSW ,
Koonawarra,-34.5052,150.8068,NSW ,
Koondoola,-31.84239,115.8673,WA ,
Koondragirta,-34.94107,137.74339,SA ,
Koongamia,-31.90433,116.0398,WA ,
Koongarra Park,-34.94895,138.61203,SA ,
Koongawa,-33.16074398,135.8773373,SA ,
Koonibba Aboriginal Land,-31.89774691,133.4362148,SA ,
Koonibba,-31.90259,133.42673,SA ,
Koonibba,-31.97175448,133.4584182,SA ,
Kooninderie,-34.21579,139.04411,SA ,
Koonoona 1 Closer Settlement Estate,-33.8209,138.84098,SA ,
Koonoona 2 Closer Settlement Estate,-33.90479,138.98772,SA ,
Koonoona 3 Closer Settlement Estate,-33.8561,138.88049,SA ,
Koonoona Closer Settlement Estate,-33.87061,138.84488,SA ,
Koonoona,-33.83054,138.9288,SA ,
Koonorigan,-28.6652,153.2512,NSW ,
Koonunga,-34.38038,138.99019,SA ,
Koonunga,-34.75171,139.09311,SA ,
Koonya,-43.05962372,147.8101044,AHO ,
Koonya,-43.06000137,147.8099976,TAS ,
Koonyum Range,-28.5277,153.4096,NSW ,
Koorabi,-31.90068,132.29553,SA ,
Kooragang,-32.8763,151.7679,NSW ,
Koorainghat,-31.9818,152.4846,NSW ,
Koorainghat,-31.98602295,152.4799347,AHO ,
Koorainghat,-32.0152,152.4762,NSW ,
Koorakee,-34.3318,142.9346,NSW ,
Koorakine,-31.8568,152.1679,NSW ,
Koorapei Brush,-31.8318,152.3012,NSW ,
Koorarawalyee,-31.27083,120.0394,WA ,
Koorarkup,-34.04016,118.6546,WA ,
Koorawatha,-34.0157,148.5754,NSW ,
Koorawatha,-34.0485,148.5679,NSW ,
Koorda,-30.81569,117.4831,WA ,
Koorda,-30.82431,117.4812,WA ,
Koorda,-30.83097,117.4842,WA ,
Koorine Corner,-37.55167,140.6776,SA ,
Koorine,-37.61584,140.59964,SA ,
Kooringa Park,-33.68417,138.93999,SA ,
Kooringa,-33.68385,138.94032,SA ,
Kooringal,-27.35248566,153.4190216,AHO ,
Kooringal,-35.1485,147.3679,NSW ,
Kooroona,-34.09416,137.59255,SA ,
Kooroongal,-34.4568,145.6846,NSW ,
Kooroowi,-30.4818,152.8012,NSW ,
Koorowatha,-34.0485,148.5679,NSW ,
Koorway,-29.3818,152.6679,NSW ,
Kootingal,-31.0568,151.0512,NSW ,
Koowa,-34.52256,140.30207,SA ,
Kopi,-33.3679344,135.648483,SA ,
Koppamurra,-37.03699,140.88749,SA ,
Koppio,-34.43140336,135.8689803,SA ,
Koraboomering,-32.52683,116.8629,WA ,
Korakoa,-33.2818,151.4512,NSW ,
Koraleigh,-35.118,143.4476,NSW ,
Koraleigh,-35.1485,143.4012,NSW ,
Korbel,-31.65458,118.1509,WA ,
Korbel,-31.65528,118.1514,WA ,
Kordabup,-34.92889,117.1497,WA ,
Koree Island,-31.4652,152.6679,NSW ,
Koreelah,-28.3433,152.4542,NSW ,
Korijekup,-33.06935,115.8732,WA ,
Korongulla,-34.5068,150.8846,NSW ,
Korora Basin,-30.2485,153.1346,NSW ,
Korora Bay,-30.2652,153.1346,NSW ,
Korora,-30.2503,153.1156,NSW ,
Korrbinjal,-32.31934,116.0323,WA ,
Korrelocking,-31.20111,117.4739,WA ,
Korrelocking,-31.20167,117.4736,WA ,
Korunye,-34.51238,138.51022,SA ,
Kosciusko,-36.4485,148.2346,NSW ,
Kosciuszko National Park,-36.4128,148.4185,NSW ,
Kosciuszko,-36.4485,148.2346,NSW ,
Koskas,-30.45172,137.15717,SA ,
Kotara Heights,-32.9485,151.6846,NSW ,
Kotara South,-32.9513,151.6915,NSW ,
Kotara,-32.9428,151.6958,NSW ,
Kotillup,-33.10546,115.8654,WA ,
Kounungai,-27.28547478,153.403183,AHO ,
Kourahwinup,-33.845,117.3125,WA ,
Kowanyama,-15.47959995,141.7419739,AHO ,
Kowmung Lookout,-33.8818,150.3012,NSW ,
Kowtah,-28.83396,121.9206,WA ,
Kowulka,-31.95115914,133.0861219,SA ,
Krambach,-32.0485,152.2679,NSW ,
Krawarree,-35.8152,149.6346,NSW ,
Kremnos,-29.9818,152.9679,NSW ,
Krichauff,-34.10643296,139.4391719,SA ,
Kriggin,-34.98514805,140.782855,SA ,
Kringin,-34.98514805,140.782855,SA ,
Kroemer Crossing,-34.50784,138.98075,SA ,
Kromelite,-37.84251,140.90512,SA ,
Krondorf,-34.56077,138.97148,SA ,
Krongart,-37.4819,140.76274,SA ,
Kronkup,-35.04602,117.6265,WA ,
Kronkup,-35.05056,117.6186,WA ,
Kronsdorf,-34.56077,138.97148,SA ,
Ku-ring-gai Chase Road,-33.65692902,151.1506043,AHO ,
Ku-ring-gai Chase,-33.6505,151.201,NSW ,
Kubura Crossing,-35.3152,147.0846,NSW ,
Kubura,-35.3152,147.0846,NSW ,
Kuchendoopen,-14.16666698,141.6166687,AHO ,
Kudardup,-34.24632,115.156,WA ,
Kudardup,-34.26409,115.1246,WA ,
Kudla,-34.64094,138.70542,SA ,
Kuender,-31.85361,118.5744,WA ,
Kuhners Camp,-30.5485,149.5179,NSW ,
Kuitpo Colony,-35.28759,138.69629,SA ,
Kuitpo,-35.22656,138.68615,SA ,
Kukerin Ward  Dumbleyung Pg,-33.18194,118.0903,WA ,
Kukerin,-33.18694,118.0847,WA ,
Kulaluk,NT,130.848903,NT ,
Kularoo Drive,-32.19626236,152.517807,AHO ,
Kulde,-35.16369,139.65685,SA ,
Kulgera,-25.84084,133.30048,NT ,
Kuliba,-33.82403,120.1812,WA ,
Kulikup,-33.77851,116.7029,WA ,
Kulikup,-33.82629,116.6771,WA ,
Kulin West,-32.61472,118.0475,WA ,
Kulin,-32.67043,118.1531,WA ,
