Location,Key,Value,State,FactSource
Swanscombe,Electorate,Grey,SA 
SEAHOLME,Electorate,Lalor,VIC 
SYDENHAM WEST,Electorate,Lalor,VIC 
SOMERVILLE,Electorate,Dunkley,VIC 
DUNOLLY,Electorate,Bendigo,VIC 
NEWSTEAD,Electorate,Bendigo,VIC 
DERRIMUT,Electorate,Gorton,VIC 
Tandowie,Electorate,Grey,SA 
Tyabb Road,Electorate,Flinders,AHO 
Koorda,Electorate,Durack,WA 
CAPE PATERSON,Electorate,Mcmillan,GA 
Gerard Aboriginal Land,Electorate,Barker,SA 
Gerard Aboriginal Community,Electorate,Barker,SA 
Muckenburra,Electorate,Pearce,WA 
CAPE PATERSON,Electorate,Mcmillan,VIC 
NORTH ALTONA,Electorate,Gorton,VIC 
Caltowie East,Electorate,Grey,SA 
Caltowie West,Electorate,Grey,SA 
Wilbinga,Electorate,Pearce,WA 
Caltowie,Electorate,Grey,SA 
Caltowie,Electorate,Grey,SA 
Heyan,Electorate,Durack,WA 
Barrys Road,Electorate,Flinders,AHO 
Bungower Road,Electorate,Flinders,AHO 
BARINGHUP WEST,Electorate,Bendigo,VIC 
ALTONA NORTH,Electorate,Gorton,VIC 
Karloning,Electorate,Durack,WA 
Moorook,Electorate,Barker,SA 
Tookurra,Electorate,Barker,SA 
Moorook,Electorate,Barker,SA 
Yammaling,Electorate,Durack,WA 
STRANGWAYS,Electorate,Bendigo,VIC 
Wigley Flat,Electorate,Barker,SA 
NEWSTEAD (COMMUNITY CENTRE) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
LOGAN,Electorate,Murray,VIC 
LINGA,Electorate,Mallee,VIC 
TOOLERN VALE,Electorate,Mcewen,VIC 
YAWONG,Electorate,Mallee,VIC 
Belalie East,Electorate,Grey,SA 
HICKSBOROUGH,Electorate,Flinders,VIC 
Killarney,Electorate,Grey,SA 
GUILDFORD,Electorate,Bendigo,VIC 
NEWSTEAD,Electorate,Bendigo,GA 
BALLAPUR,Electorate,Mallee,VIC 
Media Irrigation Area,Electorate,Barker,SA 
Sherwood,Electorate,Barker,SA 
Baroota Aboriginal Land,Electorate,Grey,SA 
DEER PARK,Electorate,Gorton,VIC 
Mount Wellington Road,Electorate,Flinders,AHO 
PAINSWICK,Electorate,Bendigo,VIC 
Jinadara,Electorate,O'Connor,WA 
DALYSTON,Electorate,Flinders,VIC 
GLENLYON,Electorate,Ballarat,VIC 
Nadda,Electorate,Barker,SA 
Apslawn,Electorate,Lyons,TAS 
TRENTHAM EAST,Electorate,Ballarat,VIC 
WONTHAGGI,Electorate,Flinders,VIC 
Wanneroo Road,Electorate,Pearce,AHO 
BURNSIDE,Electorate,Gorton,VIC 
PEARCEDALE,Electorate,Dunkley,VIC 
LANGWARRIN SOUTH,Electorate,Dunkley,VIC 
Talawa,Electorate,Bass,TAS 
COONOOER BRIDGE,Electorate,Mallee,VIC 
EDDINGTON,Electorate,Bendigo,VIC 
SOUTH DUDLEY,Electorate,Flinders,VIC 
CAROLINE SPRINGS,Electorate,Lalor,VIC 
DALYSTON,Electorate,Flinders,GA 
EAST BULLENGAROOK,Electorate,Mcewen,VIC 
BULLENGAROOK EAST,Electorate,Mcewen,VIC 
Katarapko,Electorate,Barker,SA 
Beyers Corner,Electorate,Grey,SA 
PLUMPTON,Electorate,Lalor,VIC 
FOUR WAYS CORNER,Electorate,Mcewen,VIC 
SUNSHINE WEST,Electorate,Gorton,VIC 
BURKES FLAT,Electorate,Murray,VIC 
Burra Eastern Districts,Electorate,Grey,SA 
TRENTHAM EAST,Electorate,Ballarat,VIC 
ARDEER SOUTH,Electorate,Gorton,VIC 
Tulendeena,Electorate,Bass,TAS 
Tooradin Road,Electorate,Dunkley,AHO 
WONTHAGGI,Electorate,Flinders,GA 
Wonthaggi,Electorate,Flinders,AHO 
WELSHMANS REEF,Electorate,Bendigo,VIC 
Wilbinga Grove,Electorate,Pearce,WA 
ALTONA GATE,Electorate,Gorton,VIC 
Fingal,Electorate,Lyons,TAS 
Bells Farm Aboriginal Land,Electorate,Grey,SA 
KENNEDYS GULLY,Electorate,Bendigo,VIC 
WILLIAMSTOWN NORTH,Electorate,Gorton,VIC 
GREEN GULLY,Electorate,Bendigo,VIC 
DUDLEY,Electorate,Flinders,VIC 
Coronet Bay,Electorate,Flinders,AHO 
GLENGALA,Electorate,Gorton,VIC 
Old Plains,Electorate,Durack,WA 
FINGAL,Electorate,Lyons,GA 
ALBANVALE,Electorate,Gorton,VIC 
CORACK,Electorate,Mallee,VIC 
Manmanning,Electorate,Durack,WA 
CORONET BAY,Electorate,Flinders,VIC 
Loxton North,Electorate,Barker,SA 
Loxton North,Electorate,Barker,SA 
WILLIAMSTOWN,Electorate,Maribyrnong,VIC 
SPRING HILL,Electorate,Ballarat,VIC 
BURNSIDE HEIGHTS,Electorate,Gorton,VIC 
BIRCHIP WEST,Electorate,Mallee,VIC 
TARILTA,Electorate,Bendigo,VIC 
ALTONA EAST,Electorate,Gorton,VIC 
Canowie Estate,Electorate,Grey,SA 
BROOKLYN,Electorate,Gorton,VIC 
Goongarrie,Electorate,O'Connor,WA 
DENVER,Electorate,Ballarat,VIC 
MOLIAGUL,Electorate,Murray,VIC 
WOOLAMAI,Electorate,Flinders,VIC 
Calingiri,Electorate,Durack,WA 
Legerwood,Electorate,Bass,TAS 
Coles Bay,Electorate,Lyons,TAS 
Corinella,Electorate,Flinders,AHO 
CORINELLA,Electorate,Flinders,GA 
ARDEER,Electorate,Gorton,VIC 
Mount Bryan Estate,Electorate,Grey,SA 
BROOKLYN,Electorate,Gorton,VIC 
ROSEBERRY EAST,Electorate,Mallee,VIC 
Calingiri,Electorate,Durack,WA 
Kamona,Electorate,Bass,TAS 
PEARCEDALE (RECREATION RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Dunkley,VIC 
YAWONG HILLS,Electorate,Mallee,VIC 
CAIRNLEA,Electorate,Gorton,VIC 
BULLENGAROOK,Electorate,Mcewen,VIC 
WIRRABARA,Electorate,Grey,GA 
Wirrabara,Electorate,Grey,SA 
Wirrabara,Electorate,Grey,SA 
Coles Bay,Electorate,Lyons,AHO 
Apslawn,Electorate,Lyons,TAS 
Loveday,Electorate,Barker,SA 
Loveday,Electorate,Barker,SA 
Nowhere Else,Electorate,Lyons,TAS 
MORTON PLAINS,Electorate,Mallee,VIC 
Moyle Town,Electorate,Grey,SA 
TYLDEN SOUTH,Electorate,Ballarat,VIC 
POWLETT RIVER,Electorate,Flinders,VIC 
POWLETT,Electorate,Flinders,VIC 
TOOLERN VALE,Electorate,Mcewen,VIC 
NEWPORT,Electorate,Maribyrnong,VIC 
PEARCEDALE,Electorate,Dunkley,GA 
Charlton,Electorate,Grey,SA 
Williamstown,Electorate,Maribyrnong,AHO 
KINGS PARK,Electorate,Gorton,VIC 
Gooninong,Electorate,Pearce,WA 
SOUTH KINGSVILLE,Electorate,Maribyrnong,VIC 
Jamestown,Electorate,Grey,SA 
Jamestown,Electorate,Grey,SA 
Callion,Electorate,O'Connor,WA 
TAYLORS HILL,Electorate,Gorton,VIC 
ARCHIES CREEK,Electorate,Flinders,VIC 
ALBION,Electorate,Gorton,VIC 
Newport,Electorate,Maribyrnong,AHO 
JAMESTOWN,Electorate,Grey,GA 
BARINGHUP,Electorate,Bendigo,VIC 
Kingston Village Settlement,Electorate,Grey,SA 
Mathinna,Electorate,Lyons,TAS 
Leamington,Electorate,Grey,SA 
NORTH WONTHAGGI,Electorate,Flinders,VIC 
LANGWARRIN,Electorate,Dunkley,VIC 
FRENCH ISLAND,Electorate,Flinders,VIC 
GUILDFORD,Electorate,Bendigo,GA 
GUILDFORD (JOHN POWELL RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
FERN HILL,Electorate,Ballarat,VIC 
SUNSHINE,Electorate,Gorton,VIC 
Belalie Village,Electorate,Grey,SA 
Kingston On Murray,Electorate,Grey,SA 
Kingston OM,Electorate,Grey,SA 
Kingston On Murray,Electorate,Grey,SA 
Thurk,Electorate,Grey,SA 
Kingston - On - Murray,Electorate,Grey,SA 
EDDINGTON,Electorate,Bendigo,VIC 
ST ALBANS SOUTH,Electorate,Gorton,VIC 
SAINT ALBANS SOUTH,Electorate,Gorton,VIC 
TOTTENHAM,Electorate,Gorton,VIC 
GUILDFORD,Electorate,Bendigo,VIC 
Ringarooma,Electorate,Bass,TAS 
Belalie East,Electorate,Grey,SA 
Pooginook,Electorate,Barker,SA 
North Parade,Electorate,Grey,SA 
FOOTSCRAY WEST,Electorate,Maribyrnong,VIC 
Belalie,Electorate,Grey,SA 
Guy Road,Electorate,Flinders,AHO 
TARILTA,Electorate,Bendigo,VIC 
Wannamal,Electorate,Pearce,WA 
Devlins Pound,Electorate,Barker,SA 
Gloucester,Electorate,Grey,SA 
MUCKLEFORD SOUTH,Electorate,Bendigo,VIC 
HILLSIDE,Electorate,Lalor,VIC 
TYLDEN,Electorate,Bendigo,VIC 
DATTUCK,Electorate,Mallee,VIC 
HILLSIDE,Electorate,Lalor,VIC 
Jamestown Extension North,Electorate,Grey,SA 
DENVER,Electorate,Ballarat,VIC 
RINGAROOMA,Electorate,Bass,GA 
SPOTSWOOD,Electorate,Maribyrnong,VIC 
KINNABULLA,Electorate,Mallee,VIC 
TARRENGOWER,Electorate,Bendigo,VIC 
ST ALBANS,Electorate,Gorton,VIC 
Jamestown Extension,Electorate,Grey,SA 
ASHBOURNE,Electorate,Ballarat,VIC 
ST ALBANS SOUTH,Electorate,Gorton,VIC 
SAINT ALBANS SOUTH,Electorate,Gorton,VIC 
Gingin Brook East,Electorate,Pearce,WA 
Bookine Bookine,Electorate,Pearce,WA 
DELAHEY,Electorate,Gorton,VIC 
Bangor,Electorate,Grey,SA 
Glenorchy,Electorate,Grey,SA 
Bangor Town,Electorate,Grey,SA 
PEARCEDALE,Electorate,Dunkley,VIC 
YARRAVILLE,Electorate,Maribyrnong,VIC 
Almond Tree Corner,Electorate,Grey,SA 
Cobdogla,Electorate,Barker,SA 
Cobdogla,Electorate,Barker,SA 
SYDENHAM,Electorate,Lalor,VIC 
Alberton,Electorate,Bass,TAS 
COBDOGLA,Electorate,Barker,GA 
SAINT ALBANS EAST,Electorate,Gorton,VIC 
ST ALBANS EAST,Electorate,Gorton,VIC 
Cullalla,Electorate,Pearce,WA 
WAANYARRA,Electorate,Bendigo,VIC 
Bonnie Rock,Electorate,Durack,WA 
SAINT ALBANS EAST,Electorate,Gorton,VIC 
ST ALBANS EAST,Electorate,Gorton,VIC 
Bonnie Rock,Electorate,Durack,WA 
Kalguddering,Electorate,Durack,WA 
SAINT ALBANS,Electorate,Gorton,VIC 
ST ALBANS,Electorate,Gorton,VIC 
BRAYBROOK,Electorate,Maribyrnong,VIC 
MCINTYRE,Electorate,Murray,VIC 
KINGSVILLE,Electorate,Maribyrnong,VIC 
Edithvale,Electorate,Isaacs,AHO 
WEST FOOTSCRAY,Electorate,Maribyrnong,VIC 
FERN HILL,Electorate,Bendigo,VIC 
WOODRIDGE,Electorate,Pearce,GA 
SUNSHINE NORTH,Electorate,Gorton,VIC 
GISBORNE,Electorate,Mcewen,VIC 
CORACK EAST,Electorate,Mallee,VIC 
Thompson Road,Electorate,Isaacs,AHO 
GRANITE FLAT,Electorate,Mallee,VIC 
DIGGERS REST,Electorate,Mcewen,VIC 
Aspendale,Electorate,Goldstein,AHO 
McLeod Road (E),Electorate,Isaacs,AHO 
Woodridge,Electorate,Pearce,WA 
TENBY POINT,Electorate,Flinders,VIC 
NEEREMAN,Electorate,Bendigo,VIC 
FENTONS CREEK,Electorate,Murray,VIC 
PATTERSON LAKES,Electorate,Isaacs,VIC 
EDITHVALE,Electorate,Isaacs,VIC 
Caltowie North,Electorate,Grey,SA 
CHELTENHAM,Electorate,Goldstein,VIC 
Gladesville Boulevarde,Electorate,Isaacs,AHO 
Taplan,Electorate,Barker,SA 
Mount Bryan East,Electorate,Grey,SA 
Yarraville,Electorate,Maribyrnong,AHO 
GARDEN CITY,Electorate,Gellibrand,VIC 
ASPENDALE,Electorate,Goldstein,VIC 
YAPEEN,Electorate,Bendigo,VIC 
CARRUM DOWNS,Electorate,Isaacs,VIC 
PORT MELBOURNE,Electorate,Gellibrand,VIC 
WEST CREEK,Electorate,Flinders,VIC 
BERRIMAL,Electorate,Mallee,VIC 
PATTERSON GARDENS,Electorate,Isaacs,VIC 
BARING,Electorate,Mallee,VIC 
Mordialloc,Electorate,Goldstein,AHO 
Winkie,Electorate,Barker,SA 
Winkie,Electorate,Barker,SA 
Port Melbourne,Electorate,Gellibrand,AHO 
PERKINS REEF,Electorate,Bendigo,VIC 
PARKINS REEF,Electorate,Bendigo,VIC 
Parkdale,Electorate,Goldstein,AHO 
GARDEN CITY,Electorate,Gellibrand,VIC 
KEILOR DOWNS,Electorate,Gorton,VIC 
Mentone,Electorate,Goldstein,AHO 
DRUMMOND,Electorate,Bendigo,VIC 
Mornington Peninsula Freeway,Electorate,Isaacs,AHO 
COUANGAULT,Electorate,Mcewen,VIC 
CALDER PARK,Electorate,Lalor,VIC 
SEDDON,Electorate,Maribyrnong,VIC 
VAUGHAN,Electorate,Bendigo,VIC 
TAYLORS LAKES,Electorate,Lalor,VIC 
GISBORNE SOUTH,Electorate,Mcewen,VIC 
Wongyarra,Electorate,Grey,SA 
FISHERMENS BEND,Electorate,Maribyrnong,VIC 
FISHERMANS BEND,Electorate,Maribyrnong,VIC 
MENTONE,Electorate,Goldstein,VIC 
Caraban,Electorate,Pearce,WA 
YEUNGROON,Electorate,Mallee,VIC 
STRATHLODDON,Electorate,Bendigo,VIC 
PARKDALE,Electorate,Goldstein,VIC 
KEALBA,Electorate,Gorton,VIC 
Branxholm,Electorate,Bass,TAS 
Woodridge Estate,Electorate,Pearce,WA 
GLENLUCE,Electorate,Bendigo,VIC 
Warneet,Electorate,Flinders,AHO 
Rutherford Parade,Electorate,Flinders,AHO 
SPRING HILL,Electorate,Ballarat,VIC 
HAMPTON EAST,Electorate,Melbourne Ports,VIC 
ROBERTSON,Electorate,Calwell,VIC 
MAIDSTONE,Electorate,Maribyrnong,VIC 
Friendly Beaches,Electorate,Lyons,TAS 
MURPHYS CREEK,Electorate,Murray,VIC 
DRUMMOND NORTH,Electorate,Bendigo,VIC 
CHELSEA HEIGHTS,Electorate,Isaacs,VIC 
WOOROONOOK,Electorate,Mallee,VIC 
EASTVILLE,Electorate,Bendigo,VIC 
MORDIALLOC,Electorate,Hotham,VIC 
DIGGERS REST,Electorate,Lalor,GA 
CENTREVILLE,Electorate,Isaacs,VIC 
TYLDEN,Electorate,Bendigo,GA 
COODE ISLAND,Electorate,Maribyrnong,VIC 
ASPENDALE GARDENS,Electorate,Isaacs,VIC 
Kallara Road,Electorate,Flinders,AHO 
QUEENSFERRY,Electorate,Flinders,VIC 
Footscray,Electorate,Maribyrnong,AHO 
Manmanning,Electorate,Durack,WA 
ST CLAIR,Electorate,Flinders,VIC 
BARMERA,Electorate,Barker,GA 
PORT MELBOURNE,Electorate,Gellibrand,VIC 
HIGHETT,Electorate,Goldstein,VIC 
ORVILLE,Electorate,Murray,VIC 
WARNEET,Electorate,Flinders,GA 
WARNEET,Electorate,Flinders,VIC 
Elwood,Electorate,Melbourne Ports,AHO 
FOOTSCRAY,Electorate,Maribyrnong,VIC 
AVONDALE HEIGHTS,Electorate,Gorton,VIC 
Badgerin Rock,Electorate,Durack,WA 
Forester,Electorate,Bass,TAS 
KEILOR NORTH,Electorate,Calwell,VIC 
KEILOR LODGE,Electorate,Calwell,VIC 
Bookpurnong,Electorate,Barker,SA 
ELWOOD,Electorate,Melbourne Ports,VIC 
BRIGHTON EAST,Electorate,Melbourne Ports,VIC 
WEHLA,Electorate,Murray,VIC 
UNDERBOOL,Electorate,Mallee,GA 
Warneet Road,Electorate,Flinders,AHO 
THE GAP,Electorate,Mcewen,VIC 
CHELTENHAM,Electorate,Goldstein,VIC 
Barmera,Electorate,Barker,SA 
Barmera,Electorate,Barker,SA 
NINE MILE,Electorate,Mallee,VIC 
PATCHEWOLLOCK,Electorate,Mallee,VIC 
RYANSTON,Electorate,Flinders,VIC 
CANNONS CREEK,Electorate,Flinders,GA 
Neergabby,Electorate,Pearce,WA 
IRISHTOWN,Electorate,Bendigo,VIC 
Boonanarring,Electorate,Pearce,WA 
CRANBOURNE SOUTH,Electorate,Isaacs,GA 
GOWER,Electorate,Bendigo,VIC 
Guilderton,Electorate,Pearce,WA 
Guilderton,Electorate,Pearce,AHO 
Mambray Creek,Electorate,Grey,SA 
CANNONS CREEK,Electorate,Flinders,VIC 
BRIMBANK,Electorate,Gorton,VIC 
SYDENHAM PARK,Electorate,Calwell,VIC 
TYLDEN,Electorate,Bendigo,VIC 
Cannon Creek,Electorate,Flinders,AHO 
CANNONS CREEK (MAY STREET) NEIGHBOURHOOD SAFER PLACE,Electorate,Flinders,VIC 
GARDENVALE,Electorate,Melbourne Ports,VIC 
Marshall Settlement,Electorate,Barker,SA 
Beaconsfield Parade,Electorate,Melbourne,AHO 
KEILOR EAST,Electorate,Gorton,VIC 
NUGGETTY GULLY,Electorate,Bendigo,VIC 
ALBERT PARK,Electorate,Melbourne,VIC 
CHELTENHAM EAST,Electorate,Goldstein,VIC 
GISBORNE,Electorate,Mcewen,GA 
MIDDLE PARK,Electorate,Melbourne,VIC 
SKYE,Electorate,Isaacs,VIC 
ST KILDA WEST,Electorate,Melbourne,VIC 
DIGGERS REST,Electorate,Calwell,VIC 
CRANBOURNE SOUTH,Electorate,Dunkley,VIC 
Danjinning,Electorate,Durack,WA 
MALDON (BILL WOODFULL RECREATION RESERVE OVAL) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
South Melbourne,Electorate,Melbourne,AHO 
WATERWAYS,Electorate,Hotham,VIC 
KEILOR,Electorate,Calwell,VIC 
MALDON (BILL WOODFULL RECREATION RESERVE PAVILION) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
Wannamal,Electorate,Pearce,WA 
MOORABBIN EAST,Electorate,Melbourne Ports,VIC 
BENTLEIGH,Electorate,Melbourne Ports,VIC 
WEST MELBOURNE,Electorate,Maribyrnong,VIC 
MARIBYRNONG,Electorate,Maribyrnong,VIC 
CHELTENHAM NORTH,Electorate,Goldstein,VIC 
MOORABBIN,Electorate,Melbourne Ports,VIC 
Mocardy,Electorate,Durack,WA 
MALDON,Electorate,Bendigo,GA 
Moonagarrin,Electorate,Durack,WA 
MALDON,Electorate,Bendigo,VIC 
RIPPONLEA,Electorate,Melbourne Ports,VIC 
ST KILDA,Electorate,Melbourne,VIC 
ST KILDA,Electorate,Melbourne,VIC 
SAINT KILDA,Electorate,Melbourne,VIC 
St Kilda,Electorate,Melbourne,AHO 
BRANXHOLM,Electorate,Bass,GA 
MONTAGUE,Electorate,Melbourne,VIC 
ELSTERNWICK,Electorate,Melbourne Ports,VIC 
DOCKLANDS,Electorate,Maribyrnong,VIC 
MOORABBIN AIRPORT,Electorate,Hotham,VIC 
SOUTH MELBOURNE,Electorate,Melbourne,VIC 
BALMATTUM EAST,Electorate,Flinders,VIC 
EMERALD HILL,Electorate,Melbourne,VIC 
Yarrowie,Electorate,Grey,SA 
Appila,Electorate,Grey,SA 
Appila,Electorate,Grey,SA 
BALACLAVA,Electorate,Melbourne Ports,VIC 
BRAESIDE,Electorate,Hotham,VIC 
FLEMINGTON,Electorate,Maribyrnong,VIC 
SOUTHBANK,Electorate,Melbourne,VIC 
YARTO,Electorate,Mallee,VIC 
LAURISTON,Electorate,Ballarat,VIC 
TARNAGULLA,Electorate,Bendigo,VIC 
Dunolly,Electorate,Durack,WA 
INVERLOCH (COMMUNITY HUB GROUNDS) NEIGHBOURHOOD SAFER PLACE,Electorate,Mcmillan,VIC 
INVERLOCH (COMMUNITY HUB BUILDINGS) NEIGHBOURHOOD SAFER PLACE,Electorate,Mcmillan,VIC 
BOTANIC RIDGE,Electorate,Dunkley,VIC 
CURYO,Electorate,Mallee,VIC 
BANGHOLME,Electorate,Hotham,VIC 
SOUTH WHARF,Electorate,Melbourne,VIC 
BLIND BIGHT,Electorate,Flinders,GA 
INVERLOCH,Electorate,Mcmillan,VIC 
EASTVILLE,Electorate,Bendigo,VIC 
KEILOR EAST,Electorate,Gorton,VIC 
Inverloch,Electorate,Mcmillan,AHO 
INVERLOCH,Electorate,Mcmillan,GA 
BLIND BIGHT (KESTRAL CLOSE & PETREL CLOSE) NEIGHBOURHOOD SAFER PLACE,Electorate,Flinders,VIC 
SANDHURST,Electorate,Isaacs,VIC 
ST KILDA EAST,Electorate,Melbourne,VIC 
SAINT KILDA EAST,Electorate,Melbourne,VIC 
CHIRRUP,Electorate,Mallee,VIC 
MCKINNON,Electorate,Melbourne Ports,VIC 
KENSINGTON,Electorate,Maribyrnong,VIC 
ASCOT VALE WEST,Electorate,Maribyrnong,VIC 
CAULFIELD SOUTH,Electorate,Melbourne Ports,VIC 
WINDSOR,Electorate,Melbourne,VIC 
MELBOURNE,Electorate,Melbourne,VIC 
ST KILDA EAST,Electorate,Melbourne Ports,VIC 
Overland Corner,Electorate,Grey,SA 
PATCHEWOLLOCK,Electorate,Mallee,VIC 
ESSENDON WEST,Electorate,Gorton,VIC 
RHEOLA,Electorate,Murray,VIC 
Glossop,Electorate,Barker,SA 
Glossop,Electorate,Barker,SA 
BLIND BIGHT,Electorate,Flinders,VIC 
MACEDON,Electorate,Mcewen,VIC 
KEILOR,Electorate,Calwell,VIC 
KEILOR PARK,Electorate,Gorton,VIC 
SOUTHBANK,Electorate,Melbourne,VIC 
MUCKLEFORD,Electorate,Bendigo,VIC 
JACKSONS HILL,Electorate,Calwell,VIC 
ORMOND,Electorate,Higgins,VIC 
CAMPBELLS CREEK,Electorate,Bendigo,VIC 
Davyhurst,Electorate,O'Connor,WA 
ST KILDA EAST,Electorate,Melbourne,VIC 
DEVON MEADOWS,Electorate,Holt,VIC 
ASCOT VALE,Electorate,Maribyrnong,VIC 
WINDSOR,Electorate,Melbourne,VIC 
ABERFELDIE,Electorate,Maribyrnong,VIC 
Karoom,Electorate,Barker,SA 
HEATHERTON,Electorate,Goldstein,VIC 
BIRCHIP,Electorate,Mallee,VIC 
KENSINGTON,Electorate,Maribyrnong,VIC 
GRANTVILLE (MEMORIAL PARK) NEIGHBOURHOOD SAFER PLACE,Electorate,Flinders,VIC 
Grantville,Electorate,Flinders,AHO 
GRANTVILLE,Electorate,Flinders,GA 
Pigeon Bax Corner,Electorate,Grey,SA 
Nangari,Electorate,Barker,SA 
DRUMMOND,Electorate,Ballarat,VIC 
Ulooloo,Electorate,Grey,SA 
CAMPBELLS CREEK (COMMUNITY CENTRE) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
CAULFIELD,Electorate,Melbourne Ports,VIC 
CHIRRIP,Electorate,Mallee,VIC 
FLEMINGTON,Electorate,Maribyrnong,VIC 
BENTLEIGH EAST,Electorate,Melbourne Ports,VIC 
WILLA,Electorate,Mallee,VIC 
SOUTH YARRA,Electorate,Melbourne,VIC 
ALMURTA,Electorate,Flinders,VIC 
Yarawindah,Electorate,Durack,WA 
Warrentinna,Electorate,Bass,TAS 
Blanche Harbor,Electorate,Grey,AHO 
Blanche Harbor,Electorate,Grey,SA 
KORRINE,Electorate,Flinders,VIC 
Murray Town,Electorate,Grey,SA 
NORTH MELBOURNE,Electorate,Maribyrnong,VIC 
BIRCHIP,Electorate,Mallee,GA 
NIDDRIE,Electorate,Calwell,VIC 
NORTH MELBOURNE,Electorate,Maribyrnong,VIC 
DINGLEY,Electorate,Hotham,VIC 
NINE MILE,Electorate,Mallee,VIC 
MCKENZIE HILL,Electorate,Bendigo,VIC 
GLEN HUNTLY,Electorate,Higgins,VIC 
CAMPBELLS CREEK,Electorate,Bendigo,GA 
Melbourne,Electorate,Maribyrnong,AHO 
MCKENZIES HILL,Electorate,Bendigo,VIC 
DIAMOND GULLY,Electorate,Bendigo,VIC 
MELBOURNE,Electorate,Melbourne,VIC 
LAANECOORIE,Electorate,Bendigo,VIC 
RICHMOND PLAINS,Electorate,Mallee,VIC 
Douglas-Apsley,Electorate,Lyons,TAS 
Douglas-Apsley,Electorate,Lyons,TAS 
Kookynie,Electorate,O'Connor,WA 
PRAHRAN,Electorate,Melbourne,VIC 
GABBADAH,Electorate,Pearce,GA 
BLACKWOOD FOREST,Electorate,Flinders,VIC 
NUGGETTY,Electorate,Bendigo,VIC 
FRYERSTOWN,Electorate,Bendigo,VIC 
MELBOURNE,Electorate,Maribyrnong,GA 
UNDERBOOL,Electorate,Mallee,VIC 
HAWKSBURN,Electorate,Melbourne,VIC 
CAULFIELD NORTH,Electorate,Melbourne Ports,VIC 
SUNBURY,Electorate,Calwell,GA 
CRANBOURNE WEST,Electorate,Isaacs,VIC 
TRAVANCORE,Electorate,Maribyrnong,VIC 
DINGLEY VILLAGE,Electorate,Hotham,VIC 
MACEDON,Electorate,Mcewen,GA 
LANCE CREEK,Electorate,Flinders,VIC 
DRUMMOND NORTH,Electorate,Bendigo,VIC 
THALIA,Electorate,Mallee,VIC 
COATESVILLE,Electorate,Melbourne Ports,VIC 
VENUS BAY,Electorate,Mcmillan,VIC 
LYNDHURST,Electorate,Isaacs,VIC 
MOONEE PONDS,Electorate,Maribyrnong,VIC 
SOUTH YARRA,Electorate,Melbourne,VIC 
KARYRIE,Electorate,Mallee,VIC 
Beermullah,Electorate,Pearce,WA 
LIPTRAP,Electorate,Mcmillan,VIC 
TARWIN MEADOWS,Electorate,Mcmillan,VIC 
OAKLEIGH SOUTH,Electorate,Melbourne Ports,VIC 
SUNBURY,Electorate,Calwell,VIC 
CLARINDA,Electorate,Goldstein,VIC 
Pungonda,Electorate,Barker,SA 
TULLAMARINE,Electorate,Calwell,VIC 
WATTLE BANK,Electorate,Flinders,VIC 
Venus Bay,Electorate,Mcmillan,AHO 
VENUS BAY,Electorate,Mcmillan,GA 
CAULFIELD EAST,Electorate,Melbourne,VIC 
JUNCTION VILLAGE,Electorate,Holt,VIC 
KEYSBOROUGH,Electorate,Hotham,VIC 
KURRACA WEST,Electorate,Murray,VIC 
ARMADALE,Electorate,Melbourne,VIC 
AIRPORT WEST,Electorate,Calwell,VIC 
MELBOURNE AIRPORT,Electorate,Calwell,VIC 
IRISH TOWN,Electorate,Murray,VIC 
PARKVILLE,Electorate,Maribyrnong,VIC 
CARNEGIE,Electorate,Higgins,VIC 
Telita,Electorate,Bass,TAS 
Carani,Electorate,Durack,WA 
JUNCTION VILLAGE (RECREATION RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Holt,VIC 
ESSENDON NORTH,Electorate,Calwell,VIC 
CREMORNE,Electorate,Melbourne,VIC 
ESSENDON,Electorate,Calwell,VIC 
PARKVILLE,Electorate,Wills,VIC 
FIVEWAYS,Electorate,Holt,VIC 
NORWOOD HILL,Electorate,Bendigo,VIC 
SHELBOURNE,Electorate,Bendigo,VIC 
IREDALE TERRACE,Electorate,Bendigo,VIC 
EAST MELBOURNE,Electorate,Maribyrnong,VIC 
MACEDON (TONY CLARKE RESERVE COMMUNITY CENTRE) NEIGHBOURHOOD SAFER PLACE,Electorate,Mcewen,VIC 
CARLTON,Electorate,Maribyrnong,VIC 
JOLIMONT,Electorate,Maribyrnong,VIC 
Hornsdale,Electorate,Grey,SA 
Jarretville,Electorate,Barker,SA 
GOONAWARRA,Electorate,Calwell,VIC 
Armstrong Hollow,Electorate,Pearce,WA 
ALMURTA EAST,Electorate,Flinders,VIC 
Lake Margarette,Electorate,Durack,WA 
DRUMMOND NORTH,Electorate,Bendigo,VIC 
KYNETON SOUTH,Electorate,Bendigo,VIC 
NORTH MUCKLEFORD,Electorate,Bendigo,VIC 
